Unnamed: 0,Country Code,Country Name,Year,Access to electricity (% of population),Adjusted savings: gross savings (% of GNI),Agriculture,Capital depreciation rate,Clientelism index,"Death rates, crude per 1000 people",Domestic credit to private sector (% of GDP),Economic Complexity Index,"GDP per capita (constant prices, PPP)",Government revenue,"Gross fixed capital formation, all, Constant prices, Percent of GDP",Human capital index,Industry,"Inflation, consumer prices (annual %)",Landlocked,Lending interest rate (%),"Life expectancy at birth, total (years)",Manufacturing,Mineral rents (% of GDP),Mobile cellular subscriptions (per 100 people),Natural gas rents (% of GDP),Oil rents (% of GDP),Political corruption index,Political stability â€” estimate,"Primary net lending, General government, Percent of GDP",Property rights,Real interest rate (%),Rule of law index,Services,Share of consumption in GDP,Share of government spending in GDP,Share of investment in GDP,Total natural resources rents (% of GDP),Trade (% of GDP),Urban population (% of total population),"Use of IMF credit (DOD, current US$)",Total_Production,Total_Reserves,Total_Production_Value,Total_Reserves_Value,Hydrocarbons_Dominant,Subsoil_Metals_Dominant,Precious_Metals_Dominant,Population,Total_Production_Value_Per_Capita,Total_Production_Per_Capita,Total_Reserves_Value_Per_Capita,GDP_total,Total_Production_Value_GDP_Norm,Total_Production_GDP_Norm,Resource_Category,Economic Complexity Index_lag1,Total_Production_Value_lag1,Total_Production_lag1,Oil rents (% of GDP)_lag1,Natural gas rents (% of GDP)_lag1,Mineral rents (% of GDP)_lag1,Total natural resources rents (% of GDP)_lag1,"GDP per capita (constant prices, PPP)_lag1",Cluster_Value,Cluster_Quantity
749,DEU,Germany,2019,100.0,28.73633859,0.8331260179999997,0.036637984,0.052,11.3,77.96569681,2.072,54190.13900000001,46.529,21.36266113,3.675377846,25.54157432,1.4456597690000006,0,4.015183975484174,81.29268293,19.30946942,0.030365573,128.292,0.008229548,0.0127922920000003,0.013,0.548,1.918083952,0.968,2.6873645811392124,0.991,63.00677357,0.533755124,0.179177687,0.229864851,0.092626032,79.07324272,67559064.0,0.0,317098212.2,21052962.87,5794130112.560687,38458304.81380347,1,0,0,83092962.0,69.73069647656425,3.8161861674879276,0.46283468404704925,4502819160701.719,0.0012867783283701162,7.04221512974515e-05,Hydrocarbons,2.107,10070947300.714865,361995794.1,0.0150774780000002,0.0124974989999999,0.0,0.084765461,53737.43400000001,2,1
774,DNK,Denmark,2019,100.0,29.48932904,1.2412274120000006,0.043767042,0.037,9.3,161.8986789,1.059,57060.33900000001,53.79899999999999,21.76986427896508,3.59926486,20.64022005,0.758131573,0,3.678033333000002,81.45121951,13.40242787,0.0,124.57299999999998,0.058369979,0.3724476750000001,0.002,0.967,3.954355656,0.934,1.898882811000001,0.998,65.15634999,0.457191825,0.21593307,0.290841132,0.446224763,111.8914751,5128881.0,0.0,148895537.45999998,28774913.92,1263917632.574908,56685013.22546674,1,0,0,5814422.0,217.3763157498558,25.607968850558144,9.749036658410198,331772890409.05804,0.003809586826146542,0.00044878753437756723,Hydrocarbons,1.024,1821647396.8032572,191505457.7,0.4590988420000004,0.109349577,0.0,0.5878626120000003,56463.278000000006,2,1
799,DOM,Dominican Republic,2019,99.0,25.47707226,4.325119569999999,0.033275496,0.876,6.132,28.0978072,-0.27,19089.518,14.396,23.13665734,2.767153978,27.35643695,1.81060377,0,12.48676667,73.112,12.11940589,1.021820937,82.1376,0.0,0.0,0.808,-0.003,-0.718199708,0.848,8.5827282,0.28,60.96528502,0.646322668,0.139415577,0.244874865,1.0554444419999998,50.9129822,8011517.0,288769935.2,19265.486,0.0,978532420.6,0.0,0,0,1,10894043.0,89.82270591368145,0.0017684422578467885,0.0,207962029941.274,0.004705341743761234,9.263944002393295e-08,Precious Metals,-0.138,937932682.0,19349.132,0.0,0.0,0.832348887,0.8688894640000004,18334.612,0,0
824,DZA,Algeria,2019,99.5,38.55973505,11.47917989,0.04538279,0.773,4.681,22.91286954,-1.025,12786.558,28.591,25.529331697000003,2.383965492,33.57432118,1.9517682109999992,0,8.0,75.682,6.403969943999999,0.002901287,104.922,4.236427923,14.14210315,0.657,-1.056,-8.015126452,0.748,7.054714548,0.2249999999999999,50.4800694,0.44772777,0.284289628,0.29853484,18.52367894,46.50684261,31380950.0,1656880871.0,3564956458.1200004,4190066793.0,20838695580.88301,7771705485.0,1,0,0,43294546.0,481.3238041780831,82.34192958438692,179.50772563823628,553588223512.6681,0.037642953183967334,0.006439725967253025,Hydrocarbons,-1.578,27854233692.85247,3813217732.386,15.94280818,4.643787047,0.0265132649999999,20.71720284,12920.12,1,3
849,ECU,Ecuador,2019,99.1,26.29565818,7.786764599,0.03925249,0.549,4.753,42.69158202,-1.184,11448.816,36.303,24.43008135,2.76246953,26.65046313,0.2660125150000016,0,13.489197928247137,77.286,12.67848577,0.0,91.4249,0.017455193,5.52629824,0.629,-0.238,-1.924325245,0.816,10.358755763073416,0.518,59.43711201,0.61818105,0.160325944,0.220845774,5.820701049,48.08284949,10935088.0,2114249050.0,193822392.4,475429.6915,5675633668.043534,13417759.687928531,1,0,0,17340021.0,327.3141173268207,11.177748423718748,0.773802966439806,198522709865.13602,0.02858934210549114,0.0009763235275786376,Hydrocarbons,-1.015,6299094442.648858,188797979.70400003,6.759100099,0.018321329,0.0,7.096420785,11594.126,0,0
874,EGY,"Egypt, Arab Rep.",2019,100.0,15.75560346,10.69713545,0.052190017,0.535,5.477,22.8487309,-0.144,12682.907,19.302,8.599085165,2.676786423,35.82542441,9.152799593,0,16.11666667,71.213,15.98829896,0.0,88.6448,1.672764683,3.881961863,0.737,-1.125,1.287894925,0.68,2.1990957830000006,0.347,50.76175197,0.762918711,0.109330192,0.106970258,5.724961312,41.12401716,45689875.0,13129959331.0,2495921863.0,2065146566.0,11639740711.533531,3802797204.732255,1,0,0,107553158.0,108.22314219293804,23.206402391271485,35.357373743802626,1364086700470.306,0.008532991860063158,0.0018297384338836111,Hydrocarbons,-0.151,15144539908.405182,2281910500.694,5.476588229,1.891519062,0.073788826,7.596563559,12140.04,0,0
899,ESP,Spain,2019,100.0,22.8939748,2.519801230000001,0.036630705,0.074,8.8,94.41162629,0.633,40854.649,39.224,19.488474068353547,2.985405207,19.97790558,0.699518994,0,3.154265129185573,83.83170732,10.6967321,0.016414714,116.696,0.000595043,0.000744001,0.037,0.293,-1.001028946,0.955,2.198217046716078,0.982,68.27033365,0.533974886,0.183338001,0.273746371,0.0390101069999992,66.36622504,37522807.0,0.0,1061808.376962963,0.0,1445231649.8538053,0.0,0,1,0,47118501.0,30.67227562807665,0.02253485052427629,0.0,1925009819761.149,0.0007507658584479983,5.515859535172189e-07,Industrial Minerals,0.642,2088796146.0,3726758.437666667,0.001764912,0.000544367,0.0298408420000001,0.063007784,40382.949,2,1
924,ETH,Ethiopia,2019,48.0,29.21001058,33.63332469,0.046366848,0.324,6.481,17.71014835,-1.155,2588.09,12.819,27.94281431,1.455194354,24.82236426,15.80963217,1,8.0,65.741,5.5943681540000005,0.0278940909999999,36.2199,0.0,0.0,0.563,-1.304,-2.030734343,0.644,-17.12177624,0.355,37.15025389,0.725765944,0.101464875,0.219497845,5.503739714,28.81529393,24592655.0,318290495.6,2703.58,0.0,91175940.95585884,0.0,0,0,1,115737383.0,0.7877829841362393,2.3359608882810146e-05,0.0,299538763568.47003,0.0003043877856396953,9.025810108153172e-09,Precious Metals,-0.983,68357500.29,2769.91,0.0,0.0,0.036120394,6.368875747,2425.7819999999974,0,0
949,FIN,Finland,2019,100.0,23.65123809,2.1897718410000007,0.036296554,0.048,9.8,95.91938554,1.441,48624.746,52.393,23.46663278959029,3.50445199,24.14660529,1.0240939299999994,0,3.678033333000002,81.98292683,14.7120972,0.016994199,129.488,0.0,0.039523724,0.01,0.835,-0.794070049,0.931,1.898882811,0.992,60.00930747,0.520994186,0.235017195,0.281629741,0.3652069850000004,80.56415029,4016589.0,0.0,103640.388,0.0,491912846.0,0.0,0,1,0,5521606.0,89.08872635968594,0.018769971635064147,0.0,268486689262.076,0.001832168467464816,3.860168572410465e-07,Industrial Minerals,1.587,608100572.0,132111.581,0.035943006,0.0,0.110866113,0.5633729869999993,48078.357,2,1
974,FRA,France,2019,100.0,23.27034955,1.4082848549999998,0.035990845,0.066,9.1,106.9130306,1.365,47766.863,52.287,23.54973933,3.230137348,16.907003960000004,1.1082549230000005,0,3.6780333329999984,82.82682927,9.910950006,0.0,109.601,3.847261105605071e-05,0.0067826,0.065,0.271,-0.91821132,0.944,1.8988828109999991,0.957,70.11016086,0.522712946,0.214735642,0.287131488,0.0337878190000004,66.42897717,53022323.0,0.0,522760.0,0.0,565287656.0,0.0,0,1,0,67382061.0,8.389290081228,0.007758147973538535,0.0,3218629676444.643,0.00017562991484762144,1.6241694526891028e-07,Industrial Minerals,1.404,626031520.0,518800.0,0.00839113,2.924897497025292e-05,3.049385791842329e-05,0.042905112,47085.268,2,1
999,GAB,Gabon,2019,90.3,41.8535619,5.554430869999999,0.053800225,0.543,6.693,13.376477969999996,-1.243,15604.385,19.594,18.13001643,2.876266956,47.67886409,2.464567562000001,0,12.980944251878215,67.337,18.80256883,0.00566241,131.975,0.241784347,16.68424254,0.839,-0.075,4.401650544,0.776,-7.0112711,0.303,40.47037825,0.328587651,0.182495251,0.190338463,19.1754988,73.42808945,2038740.0,721529349.8,82018315.11,730000.0,4327025263.901777,20602340.88721787,1,0,0,2267706.0,1908.1068109806904,36.167966707324496,9.085102251887093,35386157490.81,0.12228016746451016,0.002317807892289539,Hydrocarbons,-0.65,4536594261.153499,72938155.08,18.32740768,0.249185396,0.005163316,21.16026297,15232.163,1,3
1024,GBR,United Kingdom,2019,100.0,15.44161034,0.5769296490000002,0.039043725,0.084,9.019,131.4430654,1.709,47106.551,36.253,17.982609907008644,3.773596048,17.87363385,1.738104601,0,0.5000000000000018,81.36912195,8.981513661,3.759384903634366e-05,120.25,0.081411949,0.4571258589999996,0.041,0.5270000000000001,-1.028371191,0.858,-1.078797845,0.972,70.97606217,0.618458569,0.188276455,0.251716465,0.5404911289999994,65.00356642,55083809.0,0.0,1776422625.0,181444279.2,14162615773.311708,355537680.67890793,1,0,0,66631000.0,212.55295242922526,26.66060279749666,5.335919927344748,3138756599681.0,0.004512173952816568,0.0005659638040045993,Hydrocarbons,1.711,17389459630.386486,1810875533.0,0.495559268,0.121001219,3.8219802891981125e-05,0.626195353,46597.567,2,1
1049,GEO,Georgia,2019,100.0,20.67618704,7.335486265,0.042062648,0.354,12.081,65.01536536,-0.102,15423.107,26.846,20.33334984,3.1171106348062887,20.0073714,4.852898217,0,10.8164,74.165,8.825634879,0.491837982,141.755,0.000359933,0.030310894,0.1149999999999999,-0.498,-0.596346995,0.882,6.558656698,0.771,60.0997269,0.533372402,0.206922695,0.209842086,0.6036057929999998,117.8100802,2181146.0,447978793.0,27457.816,0.0,164706551.85116863,0.0,0,0,1,3720161.0,44.274038637351616,0.007380813894882506,0.0,57376441160.227,0.002870630323536731,4.785555786445952e-07,Precious Metals,-0.078,194737094.2231896,153640.341,0.034732823,0.000551323,0.3338070319999999,0.4512358800000005,14611.729,0,0
1074,GHA,Ghana,2019,83.5,19.40583816,17.3232302,0.045414276,0.62,7.34,13.937211390000002,-0.994,5585.884999999998,14.971,11.670513347000002,2.526944876,31.10772437,7.143640033,0,5.15041237,64.455,10.16121873,2.051438944,130.705,0.165145729,4.069102006,0.616,0.118,-1.974513726,0.837,5.330264205273653,0.555,45.14114996,0.806553602,0.103793107,0.148674145,9.76736656,76.82480273,17418931.0,1575603915.0,2710389.94,0.0,5486949205.0,0.0,0,0,1,31258945.0,175.53213024303923,0.08670765887972226,0.0,174608871991.32495,0.031424229149550925,1.552263587233219e-05,Precious Metals,-0.996,5370721711.200001,2414322.216,4.146549426,0.113151065,1.7221592500000005,9.790407875,5353.488000000001,0,0
1099,GIN,Guinea,2019,42.2,7.436772591,26.42727681,0.059403982,0.672,9.945,10.29189685,-1.386,2405.22,14.715,9.132765847,2.1663807576460714,29.3907987,9.470010393,0,12.875,59.379,10.40035898,0.0,98.7621,0.0,0.0,0.889,-0.843,0.298223623,0.313,10.93101569,0.135,35.20282774,0.813313246,0.215533778,0.122158937,4.657943416,78.41531323,4709069.0,481053215.3,67000027.55,0.0,2168187200.0,0.0,0,1,0,13034346.0,166.3441495261826,5.140267685850905,0.0,31350469686.12,0.06915964008539036,0.00213712994480792,Industrial Minerals,-1.28,1827579000.0,57000025.09,0.0,0.0,8.208123996,13.70237599,2334.2379999999994,0,0
1124,GNQ,Equatorial Guinea,2019,66.6,21.748136754408947,2.437878574000001,0.068068981,0.831,8.496,15.239508280000004,-1.901,18544.02,18.623,7.836062996999999,2.363182212925824,52.07541004,1.5302752900000005,0,16.349873453107996,62.297,20.85383948,0.0,36.9422,4.674623741000001,18.8135521,0.858,-0.148,2.685520473,0.386,10.70813326684521,0.048,45.2983497,0.407639951,0.402036369,0.069674179,25.43728016,94.87879243,1171087.0,0.0,58501388.2,401500.0,1656768682.1252012,11331287.487969829,1,0,0,1670177.0,991.9719180213841,35.02705892848483,6.784483014656428,30971795691.54,0.05349281968102839,0.0018888600707120044,Hydrocarbons,-1.666,2069701145.4804056,64336668.2,20.32646985,5.430665940000001,0.0,27.80235331,20309.552,1,3
1149,GRC,Greece,2019,100.0,10.283383720000002,3.661519339,0.0294394959999999,0.1169999999999999,11.7,80.21223967,0.039,29659.045,48.014,10.22599913,3.135317564,13.413957239999998,0.2530075220000007,0,6.279203783403522,81.63902439,7.839589993,0.0201177909999999,110.855,0.00034076,0.020842322,0.178,0.1619999999999999,2.885807184,0.787,3.8032929140133382,0.896,69.72200231,0.684301972,0.224298641,0.163068011,0.070476068,80.59009495,8383077.0,0.0,29427461.873740744,0.0,1574862818.6909225,0.0,1,0,0,10721582.0,146.88716820809861,2.744694008192144,0.0,317991883009.19,0.004952525214756531,9.254155041715416e-05,Hydrocarbons,0.006,2562423723.8050404,38834136.40566667,0.0275504480000003,0.000629432,0.030780883,0.1079236940000001,29066.983,0,1
1174,GTM,Guatemala,2019,95.4,16.9468299,9.408723757,0.038256451,0.812,5.117,34.07722664,-0.449,8190.823,11.205000000000002,14.39883260559672,1.954362869,21.94225338,3.6999839800000007,0,12.74083333,71.639,13.81128823,0.2887239859999998,122.044,0.0118484949999999,0.1399222570000002,0.769,-0.577,-0.604709301,0.649,8.859117246,0.373,62.52261202,0.841489673,0.096764959,0.161927447,1.147909815000001,45.51673414999999,9268248.0,277824870.70000005,377.1,0.0,3387800.0,0.0,0,0,1,17103803.0,0.1980729081128916,2.2047728215765816e-05,0.0,140094222999.86902,2.418229622504254e-05,2.6917598165368502e-09,Precious Metals,-0.401,2650000.0,0.1,0.1766346600000004,0.008164193,0.1956433649999999,1.1938517820000003,8026.749,0,0
1199,HND,Honduras,2019,91.1,21.84149716,10.63803341,0.049373586,0.87,4.486,64.46303283,-0.648,5721.952000000001,25.813,21.84491131,2.4374547,26.7243169,4.365871598,0,17.33916667,72.124,16.53449257,0.000553274,76.0268,0.0,0.000896861,0.841,-0.569,1.008464446,0.783,13.52611851,0.281,58.07197779,0.78034544,0.137014523,0.232716218,0.9168552089999996,99.45997799,5606136.0,171262948.39999998,41566.991,0.0,134701610.0,0.0,0,1,0,9943633.0,13.546518661740633,0.004180261982717987,0.0,56896990731.61601,0.0023674645753303473,7.305657200056878e-07,Industrial Minerals,-0.391,140289658.0,38347.329,0.001168019,0.0,0.000178347,1.0718411100000005,5671.99,0,0
1224,HRV,Croatia,2019,100.0,25.64978389,2.8568540490000007,0.046942197,0.19,12.7,52.92546418,0.7979999999999999,29390.493,46.386,22.09056504,3.605145454,19.57629759,0.7718203460000002,0,8.58,78.22439024,11.99421115,0.0,110.494,0.1018772999999999,0.2761455530000001,0.292,0.685,4.334031509,0.937,8.440538998,0.792,59.16725145,0.502850533,0.281003773,0.263949901,0.6194661260000007,101.3947666,2223635.0,0.0,14342.0,0.0,295445.2,0.0,0,1,0,3949390.0,0.07480780576240888,0.003631446881670334,0.0,116074519149.26999,2.545306258129419e-06,1.2355855621987472e-07,Industrial Minerals,0.772,240312.0,11780.0,0.3203038579999999,0.197945973,0.000304051,0.773060031,28264.666,2,1
1249,HUN,Hungary,2019,100.0,28.23123977,3.325051122,0.043046836,0.511,13.4,33.17210527,1.446,33045.962,44.038,26.27152146,3.417138577,24.63373762,3.3385863540000003,1,1.7924337880000003,76.3195122,17.326162,0.0,105.142,0.059255031,0.1442825450000002,0.469,0.762,0.129879482,0.92,-2.826176377,0.67,56.59052213,0.499626607,0.273792863,0.328054816,0.3038950610000004,159.9255565,6830636.0,0.0,6847000.0,0.0,247356638.8019924,0.0,1,0,0,9694824.0,25.514299052978412,0.7062531511660243,0.0,320374785500.688,0.0007720852264182358,2.137184419585135e-05,Hydrocarbons,1.423,402493465.8834001,7902200.000000001,0.1336363680000003,0.096265038,2.7540579439877533e-05,0.3476229489999998,31496.979,2,1
1274,IDN,Indonesia,2019,98.9,31.87162766,12.71260266,0.037928473,0.629,7.558,38.37269395,-0.135,11976.45,14.268,31.2761793,2.288165092,38.951768,3.030584609,0,10.36583333,70.349,19.70353909,0.527633582,125.244,0.738467378,0.7401346100000001,0.742,-0.502,-0.350416157,0.821,8.62940479,0.54,44.22074584,0.53957212,0.109686799,0.345629454,3.2358396769999995,37.62777754,151880690.0,2738601714.0,3546765049.0,1381160277.0,48629260702.51747,2546953321.753641,1,0,0,272489381.0,178.46295706663693,13.016158780147107,9.346981935247015,3263455447077.45,0.014901156608731043,0.0010868127684035842,Hydrocarbons,-0.081,60244762587.58804,3749521285.749,1.13230202,0.859660704,0.664931025,4.216633744,11522.78,0,0
1299,IND,India,2019,95.9,29.98620823,16.7555683,0.05720482,0.542,6.67,50.74246174,0.355,6617.130000000001,19.152,23.62906944,2.171164513,24.59147531,3.729505735,0,9.46625,70.746,13.45580756,0.649451615,82.8981,0.070225686,0.3050283159999996,0.623,-0.797,-3.001309691,0.741,6.894875427,0.503,50.08495785,0.654512882,0.083861351,0.261579216,2.012245384,39.90540353,469686125.0,5501236938.0,2028166019.0,1284744245.0,45878608756.48815,2391796913.0773325,1,0,0,1389030312.0,33.02923511469644,1.460130856381196,1.7219184436900412,9191394148444.56,0.004991474417866422,0.00022065923691709185,Hydrocarbons,0.481,61906269995.47308,2070408647.0,0.4466295950000001,0.066023891,0.4322848839999999,2.2553163210000005,6436.151999999998,0,0
1324,IRL,Ireland,2019,100.0,45.56843437,0.9538966159999998,0.070161037,0.14,6.2,36.05527226,1.502,87080.954,24.771,47.63359128940839,3.185516834,35.88091008,0.9378429609999994,0,8.812802517575344,82.70243902,31.93030741,0.0118720519999999,104.598,0.039273365,0.001920755,0.032,0.959,1.64474697,0.919,6.361552843918287,0.983,57.47360582,0.210245177,0.084302008,0.636585534,0.067170378,257.6527729,3148788.0,0.0,138601.578,0.0,237429428.0,0.0,0,1,0,4976456.0,47.71054501436364,0.027851462566935187,0.0,433354536019.024,0.0005478872568893037,3.1983414613183023e-07,Industrial Minerals,1.573,293071400.0,148455.16,0.002226363,0.075032559,0.030857292,0.1260756950000008,83779.246,2,1
1349,IRN,"Iran, Islamic Rep.",2019,100.0,37.8698843,11.80810147,0.039407596,0.352,4.659,57.83133837,0.004,14675.905,9.657,16.364785538680618,2.517744303,33.41492506,39.90734557,0,18.0,76.855,18.65533651,0.875208745,135.622,6.822017071000001,20.07804905,0.767,-1.711,-3.306154789,0.704,3.449768758,0.241,51.69403416,0.49102959,0.278726339,0.264740318,27.80066615,48.59177121,65466224.0,1971992251.0,9217730352.0,31052031501.0,52986468112.86685,58244320678.84571,1,0,0,87051648.0,608.6785182156098,105.88806259015338,669.077748865199,1277561716141.44,0.04147468372244232,0.0072150959406015085,Hydrocarbons,-0.265,81931282005.72104,9387262815.0,27.66464716,5.809000880000001,0.743592035,34.239594800000006,15323.612,1,3
1374,IRQ,Iraq,2019,100.0,37.53751697,3.770008253,0.050199676,0.859,4.36,8.808960327999998,-1.575,11434.956,36.113,13.951254568423236,2.288905859,53.10940328,-0.19896538,0,12.36406863,71.245,2.137531496,0.0,90.3685,0.374622752,40.23127831,0.879,-2.609,1.810968139,0.69,26.39970828,0.2249999999999999,44.42410918,0.482654333,0.212506846,0.204958841,40.6099024,68.98993842,28780286.0,4018571348.0,2125692734.0,3459784538.0,49930290986.52326,7717301855.982616,1,0,0,41192171.0,1212.1306008980023,51.604289902564254,187.34875265454244,471030662929.476,0.10600220944426915,0.004512854260441776,Hydrocarbons,-1.532,55392873463.52135,2058179443.0,45.76586314,0.378532048,0.0,46.14778691,11134.603,1,3
1399,ISR,Israel,2019,100.0,27.21490246,1.3464394080000002,0.044990949,0.09,5.1,64.45100081,1.476,40974.826,34.843,20.85988266982624,3.812638998,18.9233447,0.8176459400000002,0,3.533558627,82.80487805,11.58219002,0.0,135.143,0.181189344,0.008262375,0.123,-0.816,-1.918593371,0.883,1.5867493650000002,0.918,70.51810678,0.554944277,0.24613972,0.290997148,0.1896558549999998,56.32534864,8294858.0,0.0,346258385.4,547163469.5,632524296.6,999525797.0551516,1,0,0,9054000.0,69.86130954274354,38.243691782637505,110.3960456212891,370986074604.0,0.0017049812375711745,0.0009333460447797266,Hydrocarbons,1.39,1075368472.2144363,345432783.0,0.008787689,0.1995342869999999,0.034729957,0.2432878049999995,40243.363,2,1
1424,ITA,Italy,2019,100.0,21.36231143,1.8186687989999992,0.037437249,0.152,10.6,73.44040697,1.279,42885.278,46.969,18.12462292558692,3.158385038,21.01229844,0.6112469439999995,0,2.602500000000001,83.49756098,14.80328223,0.0,132.181,0.014152095,0.055800624,0.201,0.3809999999999999,1.737905667,0.927,1.5393757260000005,0.9,66.09422112,0.579896629,0.155469596,0.245062009,0.082492623,58.69419026,41514698.0,0.0,193020531.4,42298626.31,1207615254.7472465,82584991.04854321,1,0,0,59729081.0,20.21821254452662,3.2316005565195285,1.3826596636995505,2561498243369.518,0.000471448792859093,7.535454373222271e-05,Hydrocarbons,1.282,1702280852.3885045,215921276.6,0.066028868,0.022224217,0.0,0.099201325,42592.814,2,1
1449,JAM,Jamaica,2019,98.9,23.35767221,6.30529102,0.032718871,0.52,7.531,44.90808398,-0.24,10544.600000000002,30.633,1.146811163999999,2.599545956,16.67207094,3.905100009,0,12.99845527,71.532,6.87088952,0.0,107.105,0.0,0.2132133969999996,0.12,0.388,6.647791325999999,0.865,10.09525626,0.893,59.57984111,0.79634136,0.194423944,0.217558622,0.3642343990000007,93.25817452102316,1600676.0,977754484.9,9022286.0,0.0,185859091.6,0.0,0,1,0,2823271.0,65.83111986061557,3.1956854301269697,0.0,29770263386.600006,0.0062431121010389735,0.0003030636942251929,Industrial Minerals,-0.426,205187851.2,10058228.0,0.2680566249999998,0.0,1.285511453,1.7295754580000011,10455.167,0,0
1474,JPN,Japan,2019,100.0,28.09054094,1.0389474449999998,0.040942058,0.18,11.2,177.3688554,2.549,41680.498,34.249,24.02470875,3.593987226,28.80408481,0.4687761590000008,0,0.9940000000000015,84.35634146,20.22418279,0.060755753,147.21,0.00645253,0.00193345,0.091,1.02,-2.364087169,0.921,1.0691444069999996,0.948,69.62767166,0.505405486,0.220519722,0.272654384,0.093228662,35.21641811,116143255.0,0.0,760198.6123333335,0.0,212179150.8124551,0.0,0,0,1,126633000.0,1.6755439009772737,0.006003163569790919,0.0,5278126503234.0,4.019970924956975e-05,1.4402811525406723e-07,Precious Metals,2.555,229140545.2002765,1042806.549,0.002541229,0.007112723,0.001825074,0.0367554020000007,41757.968,2,1
1499,KAZ,Kazakhstan,2019,100.0,30.49147138,4.466335958,0.060335569,0.642,6.911,24.2664786,-0.23,26351.775,19.679,13.842405524736288,3.454793215,33.02879591,5.333560989,1,13.609694814512723,73.658,11.46636407,3.004992564,133.88,0.925016309,13.33292183,0.851,-0.168,-0.764739773,0.867,7.702601544184111,0.193,55.52825593,0.523038089,0.188985229,0.202848315,17.92597385,64.85861655,11349629.0,475213542.8,1979232079.0,2190233880.0,32574878162.98325,4290021744.519113,1,0,0,19209555.0,1695.7643299380568,103.0337287355173,223.32749220474463,506205871210.125,0.06435104769747226,0.003909935051263806,Hydrocarbons,-0.319,39602652692.97122,2180765559.0,15.08818304,1.385192331,3.3711074299999995,20.78296469,25544.24,1,3
